,Mean Abs Error,Median Abs Error,Percent of houses within 10 percent,Percent of houses within 20 percent,Percent of houses within 5 percent,R2,RMSE
team3,62444.33935266628,38092.66387012007,53.086419753086425,83.9506172839506,29.629629629629626,0.8803540658772081,98872.89800399766
