,Mean Abs Error,Median Abs Error,Percent of houses within 10 percent,Percent of houses within 20 percent,Percent of houses within 5 percent,R2,RMSE
team3,56055.751481481486,36085.04999999999,58.0246913580247,85.18518518518519,32.098765432098766,0.9167025239214743,82498.15053465826
